id,label,language,code_snippet,source_id,cwe,severity,description,fix_hint
SAFE-0226,safe,java,"SSLContext ctx = SSLContext.getInstance(""TLSv1.3""); ctx.init(...);",OWASP-BENCHMARK-234225,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SQL-0279,sql_injection,python,"cursor.execute(""SELECT role FROM staff WHERE username='"" + uname + ""'"")",NVD-CVE-2022-1278,CWE-89,CRITICAL,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
API-0242,insecure_api,java,"conn.setHostnameVerifier((h,s) -> true);",NVD-CVE-2019-3241,CWE-297,CRITICAL,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SEC-0069,hardcoded_secret,python,"GITHUB_TOKEN = ""ghp_FakeTokenABCDEFGHIJKLMNOPQRSTUV""",NVD-CVE-2022-2068,CWE-798,HIGH,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
API-0287,insecure_api,python,eval(request.args.get('expr')),OWASP-BENCHMARK-143286,CWE-95,CRITICAL,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SAFE-0115,safe,python,"requests.get(url, verify=True, cert=('/path/cert.pem','/path/key.pem'))",OWASP-BENCHMARK-224114,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
API-0260,insecure_api,java,Runtime.getRuntime().exec(userInput);,NVD-CVE-2023-3259,CWE-78,HIGH,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
API-0121,insecure_api,python,"requests.get(url, verify=False)",OWASP-BENCHMARK-113120,CWE-295,MEDIUM,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
API-0226,insecure_api,java,new ObjectInputStream(socket.getInputStream()).readObject();,NVD-CVE-2021-3225,CWE-502,HIGH,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SEC-0248,hardcoded_secret,php,"$db_password = ""root_pass_2023!"";",OWASP-BENCHMARK-092247,CWE-259,HIGH,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
API-0280,insecure_api,java,Runtime.getRuntime().exec(userInput);,NVD-CVE-2023-3279,CWE-78,HIGH,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
API-0300,insecure_api,java,Runtime.getRuntime().exec(userInput);,NVD-CVE-2023-3299,CWE-78,HIGH,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SEC-0157,hardcoded_secret,java,"String jwtSecret = ""my_ultra_secret_jwt_key_hardcoded"";",NVD-CVE-2021-2156,CWE-321,HIGH,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
SEC-0094,hardcoded_secret,python,"SECRET_KEY = ""django-insecure-xyz987abc654def321""",OWASP-BENCHMARK-072093,CWE-321,CRITICAL,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
API-0076,insecure_api,java,new ObjectInputStream(socket.getInputStream()).readObject();,NVD-CVE-2021-3075,CWE-502,HIGH,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SAFE-0012,safe,java,"PreparedStatement ps = conn.prepareStatement(""SELECT * FROM u WHERE id=?""); ps.setInt(1,uid);",OWASP-BENCHMARK-214011,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SAFE-0065,safe,python,"requests.get(url, verify=True, cert=('/path/cert.pem','/path/key.pem'))",OWASP-BENCHMARK-224064,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SEC-0076,hardcoded_secret,python,"STRIPE_SECRET = ""sk_live_51HqzGmKLN3yY6Xr2FAKEKEY9012""",OWASP-BENCHMARK-082075,CWE-798,CRITICAL,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
SEC-0113,hardcoded_secret,javascript,"const API_KEY = ""sk-live-abcd1234efgh5678ijkl9012"";",NVD-CVE-2019-2112,CWE-798,CRITICAL,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
SQL-0075,sql_injection,java,"stmt.execute(""UPDATE users SET pass='"" + newPass + ""' WHERE user='"" + user + ""'"")",NVD-CVE-2020-1074,CWE-89,HIGH,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SAFE-0222,safe,java,"PreparedStatement ps = conn.prepareStatement(""SELECT * FROM u WHERE id=?""); ps.setInt(1,uid);",OWASP-BENCHMARK-214221,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
API-0263,insecure_api,python,"flask.run(debug=True, host='0.0.0.0')",OWASP-BENCHMARK-123262,CWE-94,CRITICAL,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SEC-0201,hardcoded_secret,python,"AWS_SECRET = ""wJalrXUtnFEMI/K7MDENG/bPxRfiCYEXAMPLEKEY""",NVD-CVE-2018-2200,CWE-798,HIGH,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
SAFE-0042,safe,java,"PreparedStatement ps = conn.prepareStatement(""SELECT * FROM u WHERE id=?""); ps.setInt(1,uid);",OWASP-BENCHMARK-214041,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
API-0017,insecure_api,python,eval(request.args.get('expr')),OWASP-BENCHMARK-143016,CWE-95,CRITICAL,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SQL-0115,sql_injection,java,"stmt.execute(""UPDATE users SET pass='"" + newPass + ""' WHERE user='"" + user + ""'"")",NVD-CVE-2020-1114,CWE-89,HIGH,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SEC-0118,hardcoded_secret,php,"$db_password = ""root_pass_2023!"";",OWASP-BENCHMARK-092117,CWE-259,CRITICAL,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
API-0002,insecure_api,java,"conn.setHostnameVerifier((h,s) -> true);",NVD-CVE-2019-3001,CWE-297,HIGH,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
API-0005,insecure_api,python,pickle.loads(user_supplied_bytes),OWASP-BENCHMARK-133004,CWE-502,CRITICAL,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SQL-0090,sql_injection,java,"rs = stmt.executeQuery(""SELECT * FROM items WHERE category="" + cat)",OWASP-BENCHMARK-051089,CWE-89,HIGH,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SAFE-0249,safe,python,import secrets; token = secrets.token_hex(32),NVD-SAFE-4248,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SEC-0199,hardcoded_secret,python,"GITHUB_TOKEN = ""ghp_FakeTokenABCDEFGHIJKLMNOPQRSTUV""",NVD-CVE-2022-2198,CWE-798,CRITICAL,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
API-0276,insecure_api,java,new ObjectInputStream(socket.getInputStream()).readObject();,NVD-CVE-2021-3275,CWE-502,CRITICAL,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SAFE-0027,safe,python,import html; safe = html.escape(user_input),NVD-SAFE-4026,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SAFE-0099,safe,python,import secrets; token = secrets.token_hex(32),NVD-SAFE-4098,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SQL-0012,sql_injection,java,"String sql = ""SELECT * FROM orders WHERE uid='"" + uid + ""'"";",OWASP-BENCHMARK-011011,CWE-89,HIGH,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SEC-0097,hardcoded_secret,java,"String jwtSecret = ""my_ultra_secret_jwt_key_hardcoded"";",NVD-CVE-2021-2096,CWE-321,CRITICAL,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
API-0155,insecure_api,python,pickle.loads(user_supplied_bytes),OWASP-BENCHMARK-133154,CWE-502,MEDIUM,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SEC-0256,hardcoded_secret,python,"STRIPE_SECRET = ""sk_live_51HqzGmKLN3yY6Xr2FAKEKEY9012""",OWASP-BENCHMARK-082255,CWE-798,CRITICAL,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
SQL-0043,sql_injection,php,"mysql_query(""SELECT * FROM products WHERE name='"" . $name . ""'"")",NVD-CVE-2019-1042,CWE-89,HIGH,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SQL-0168,sql_injection,nodejs,db.query(`SELECT * FROM sessions WHERE token='${req.body.token}'`),OWASP-BENCHMARK-041167,CWE-89,HIGH,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SEC-0117,hardcoded_secret,java,"String jwtSecret = ""my_ultra_secret_jwt_key_hardcoded"";",NVD-CVE-2021-2116,CWE-321,HIGH,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
SEC-0277,hardcoded_secret,java,"String jwtSecret = ""my_ultra_secret_jwt_key_hardcoded"";",NVD-CVE-2021-2276,CWE-321,CRITICAL,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
SQL-0268,sql_injection,nodejs,db.query(`SELECT * FROM sessions WHERE token='${req.body.token}'`),OWASP-BENCHMARK-041267,CWE-89,HIGH,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
API-0208,insecure_api,nodejs,"res.setHeader('Access-Control-Allow-Origin', req.headers.origin);",NVD-CVE-2022-3207,CWE-942,HIGH,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SEC-0127,hardcoded_secret,java,"String jwtSecret = ""my_ultra_secret_jwt_key_hardcoded"";",NVD-CVE-2021-2126,CWE-321,HIGH,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
API-0091,insecure_api,python,"requests.get(url, verify=False)",OWASP-BENCHMARK-113090,CWE-295,MEDIUM,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SEC-0245,hardcoded_secret,yaml,"password: ""admin123""  # TODO: change before prod",NVD-CVE-2020-2244,CWE-259,HIGH,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
SAFE-0223,safe,python,password = os.environ['DB_PASSWORD'],NVD-SAFE-4222,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
API-0075,insecure_api,python,pickle.loads(user_supplied_bytes),OWASP-BENCHMARK-133074,CWE-502,HIGH,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
API-0090,insecure_api,java,Runtime.getRuntime().exec(userInput);,NVD-CVE-2023-3089,CWE-78,MEDIUM,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SAFE-0155,safe,python,"requests.get(url, verify=True, cert=('/path/cert.pem','/path/key.pem'))",OWASP-BENCHMARK-224154,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SAFE-0277,safe,python,import html; safe = html.escape(user_input),NVD-SAFE-4276,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SAFE-0133,safe,python,password = os.environ['DB_PASSWORD'],NVD-SAFE-4132,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SAFE-0135,safe,python,"requests.get(url, verify=True, cert=('/path/cert.pem','/path/key.pem'))",OWASP-BENCHMARK-224134,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SQL-0258,sql_injection,nodejs,db.query(`SELECT * FROM sessions WHERE token='${req.body.token}'`),OWASP-BENCHMARK-041257,CWE-89,HIGH,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SEC-0036,hardcoded_secret,python,"STRIPE_SECRET = ""sk_live_51HqzGmKLN3yY6Xr2FAKEKEY9012""",OWASP-BENCHMARK-082035,CWE-798,CRITICAL,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
SQL-0016,sql_injection,python,"db.execute(f""INSERT INTO audit (msg) VALUES ('{msg}')"")",OWASP-BENCHMARK-031015,CWE-89,HIGH,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SAFE-0002,safe,java,"PreparedStatement ps = conn.prepareStatement(""SELECT * FROM u WHERE id=?""); ps.setInt(1,uid);",OWASP-BENCHMARK-214001,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SEC-0025,hardcoded_secret,yaml,"password: ""admin123""  # TODO: change before prod",NVD-CVE-2020-2024,CWE-259,CRITICAL,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
API-0008,insecure_api,nodejs,"res.setHeader('Access-Control-Allow-Origin', req.headers.origin);",NVD-CVE-2022-3007,CWE-942,CRITICAL,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SAFE-0154,safe,nodejs,const secret = process.env.JWT_SECRET;,NVD-SAFE-4153,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
API-0191,insecure_api,python,"requests.get(url, verify=False)",OWASP-BENCHMARK-113190,CWE-295,HIGH,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SQL-0223,sql_injection,php,"mysql_query(""SELECT * FROM products WHERE name='"" . $name . ""'"")",NVD-CVE-2019-1222,CWE-89,CRITICAL,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SQL-0180,sql_injection,java,"rs = stmt.executeQuery(""SELECT * FROM items WHERE category="" + cat)",OWASP-BENCHMARK-051179,CWE-89,CRITICAL,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SQL-0100,sql_injection,java,"rs = stmt.executeQuery(""SELECT * FROM items WHERE category="" + cat)",OWASP-BENCHMARK-051099,CWE-89,CRITICAL,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SEC-0222,hardcoded_secret,java,"private static final String DB_PASS = ""P@ssw0rd123"";",OWASP-BENCHMARK-062221,CWE-798,HIGH,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
SQL-0023,sql_injection,php,"mysql_query(""SELECT * FROM products WHERE name='"" . $name . ""'"")",NVD-CVE-2019-1022,CWE-89,CRITICAL,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SEC-0057,hardcoded_secret,java,"String jwtSecret = ""my_ultra_secret_jwt_key_hardcoded"";",NVD-CVE-2021-2056,CWE-321,HIGH,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
API-0134,insecure_api,nodejs,app.use(cors({ origin: '*' }));,NVD-CVE-2020-3133,CWE-942,HIGH,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SAFE-0194,safe,nodejs,const secret = process.env.JWT_SECRET;,NVD-SAFE-4193,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SAFE-0212,safe,java,"PreparedStatement ps = conn.prepareStatement(""SELECT * FROM u WHERE id=?""); ps.setInt(1,uid);",OWASP-BENCHMARK-214211,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
API-0012,insecure_api,java,"conn.setHostnameVerifier((h,s) -> true);",NVD-CVE-2019-3011,CWE-297,CRITICAL,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SAFE-0110,safe,java,"String q = ""SELECT * FROM t WHERE id=?""; stmt = con.prepareStatement(q); stmt.setString(1,id);",OWASP-BENCHMARK-254109,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SEC-0041,hardcoded_secret,python,"AWS_SECRET = ""wJalrXUtnFEMI/K7MDENG/bPxRfiCYEXAMPLEKEY""",NVD-CVE-2018-2040,CWE-798,HIGH,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
SEC-0132,hardcoded_secret,java,"private static final String DB_PASS = ""P@ssw0rd123"";",OWASP-BENCHMARK-062131,CWE-798,CRITICAL,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
SAFE-0062,safe,java,"PreparedStatement ps = conn.prepareStatement(""SELECT * FROM u WHERE id=?""); ps.setInt(1,uid);",OWASP-BENCHMARK-214061,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SQL-0218,sql_injection,nodejs,db.query(`SELECT * FROM sessions WHERE token='${req.body.token}'`),OWASP-BENCHMARK-041217,CWE-89,CRITICAL,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SQL-0204,sql_injection,python,"cursor.execute(""DELETE FROM logs WHERE id="" + str(log_id))",OWASP-BENCHMARK-021203,CWE-89,HIGH,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SAFE-0006,safe,java,"SSLContext ctx = SSLContext.getInstance(""TLSv1.3""); ctx.init(...);",OWASP-BENCHMARK-234005,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SAFE-0023,safe,python,password = os.environ['DB_PASSWORD'],NVD-SAFE-4022,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SQL-0094,sql_injection,python,"cursor.execute(""DELETE FROM logs WHERE id="" + str(log_id))",OWASP-BENCHMARK-021093,CWE-89,HIGH,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SAFE-0011,safe,python,"cursor.execute('SELECT * FROM users WHERE id = %s', (user_id,))",OWASP-BENCHMARK-204010,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SQL-0069,sql_injection,python,"cursor.execute(""SELECT role FROM staff WHERE username='"" + uname + ""'"")",NVD-CVE-2022-1068,CWE-89,HIGH,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
API-0295,insecure_api,python,pickle.loads(user_supplied_bytes),OWASP-BENCHMARK-133294,CWE-502,CRITICAL,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SQL-0285,sql_injection,java,"stmt.execute(""UPDATE users SET pass='"" + newPass + ""' WHERE user='"" + user + ""'"")",NVD-CVE-2020-1284,CWE-89,CRITICAL,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
API-0097,insecure_api,python,eval(request.args.get('expr')),OWASP-BENCHMARK-143096,CWE-95,CRITICAL,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SQL-0086,sql_injection,python,"db.execute(f""INSERT INTO audit (msg) VALUES ('{msg}')"")",OWASP-BENCHMARK-031085,CWE-89,CRITICAL,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SEC-0135,hardcoded_secret,yaml,"password: ""admin123""  # TODO: change before prod",NVD-CVE-2020-2134,CWE-259,CRITICAL,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
API-0197,insecure_api,python,eval(request.args.get('expr')),OWASP-BENCHMARK-143196,CWE-95,CRITICAL,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SQL-0154,sql_injection,python,"cursor.execute(""DELETE FROM logs WHERE id="" + str(log_id))",OWASP-BENCHMARK-021153,CWE-89,HIGH,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SQL-0076,sql_injection,python,"db.execute(f""INSERT INTO audit (msg) VALUES ('{msg}')"")",OWASP-BENCHMARK-031075,CWE-89,HIGH,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SAFE-0143,safe,python,password = os.environ['DB_PASSWORD'],NVD-SAFE-4142,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SEC-0281,hardcoded_secret,python,"AWS_SECRET = ""wJalrXUtnFEMI/K7MDENG/bPxRfiCYEXAMPLEKEY""",NVD-CVE-2018-2280,CWE-798,CRITICAL,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
SEC-0147,hardcoded_secret,java,"String jwtSecret = ""my_ultra_secret_jwt_key_hardcoded"";",NVD-CVE-2021-2146,CWE-321,CRITICAL,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
API-0104,insecure_api,nodejs,app.use(cors({ origin: '*' }));,NVD-CVE-2020-3103,CWE-942,CRITICAL,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SQL-0189,sql_injection,python,"cursor.execute(""SELECT role FROM staff WHERE username='"" + uname + ""'"")",NVD-CVE-2022-1188,CWE-89,HIGH,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SQL-0272,sql_injection,java,"String sql = ""SELECT * FROM orders WHERE uid='"" + uid + ""'"";",OWASP-BENCHMARK-011271,CWE-89,CRITICAL,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SQL-0237,sql_injection,ruby,"User.where(""name = '#{params[:name]}'"")",NVD-CVE-2021-1236,CWE-89,HIGH,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SEC-0188,hardcoded_secret,php,"$db_password = ""root_pass_2023!"";",OWASP-BENCHMARK-092187,CWE-259,CRITICAL,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
SAFE-0260,safe,java,"String q = ""SELECT * FROM t WHERE id=?""; stmt = con.prepareStatement(q); stmt.setString(1,id);",OWASP-BENCHMARK-254259,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SEC-0260,hardcoded_secret,nodejs,"process.env.JWT_SECRET = ""hardcoded_jwt_secret_value"";",OWASP-BENCHMARK-102259,CWE-321,CRITICAL,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
SQL-0118,sql_injection,nodejs,db.query(`SELECT * FROM sessions WHERE token='${req.body.token}'`),OWASP-BENCHMARK-041117,CWE-89,HIGH,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
API-0038,insecure_api,nodejs,"res.setHeader('Access-Control-Allow-Origin', req.headers.origin);",NVD-CVE-2022-3037,CWE-942,HIGH,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SAFE-0228,safe,nodejs,"const bcrypt = require('bcrypt'); bcrypt.hash(pwd, 12)",OWASP-BENCHMARK-244227,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
API-0151,insecure_api,python,"requests.get(url, verify=False)",OWASP-BENCHMARK-113150,CWE-295,CRITICAL,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SEC-0213,hardcoded_secret,javascript,"const API_KEY = ""sk-live-abcd1234efgh5678ijkl9012"";",NVD-CVE-2019-2212,CWE-798,HIGH,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
API-0034,insecure_api,nodejs,app.use(cors({ origin: '*' }));,NVD-CVE-2020-3033,CWE-942,MEDIUM,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
API-0186,insecure_api,java,new ObjectInputStream(socket.getInputStream()).readObject();,NVD-CVE-2021-3185,CWE-502,CRITICAL,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SAFE-0107,safe,python,import html; safe = html.escape(user_input),NVD-SAFE-4106,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
API-0253,insecure_api,python,"flask.run(debug=True, host='0.0.0.0')",OWASP-BENCHMARK-123252,CWE-94,MEDIUM,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SQL-0127,sql_injection,ruby,"User.where(""name = '#{params[:name]}'"")",NVD-CVE-2021-1126,CWE-89,CRITICAL,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SQL-0117,sql_injection,ruby,"User.where(""name = '#{params[:name]}'"")",NVD-CVE-2021-1116,CWE-89,CRITICAL,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SEC-0174,hardcoded_secret,python,"SECRET_KEY = ""django-insecure-xyz987abc654def321""",OWASP-BENCHMARK-072173,CWE-321,CRITICAL,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
API-0141,insecure_api,python,"requests.get(url, verify=False)",OWASP-BENCHMARK-113140,CWE-295,MEDIUM,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SAFE-0093,safe,python,password = os.environ['DB_PASSWORD'],NVD-SAFE-4092,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SQL-0058,sql_injection,nodejs,db.query(`SELECT * FROM sessions WHERE token='${req.body.token}'`),OWASP-BENCHMARK-041057,CWE-89,HIGH,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
API-0004,insecure_api,nodejs,app.use(cors({ origin: '*' }));,NVD-CVE-2020-3003,CWE-942,HIGH,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
API-0187,insecure_api,python,eval(request.args.get('expr')),OWASP-BENCHMARK-143186,CWE-95,CRITICAL,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SAFE-0071,safe,python,"cursor.execute('SELECT * FROM users WHERE id = %s', (user_id,))",OWASP-BENCHMARK-204070,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
API-0057,insecure_api,python,eval(request.args.get('expr')),OWASP-BENCHMARK-143056,CWE-95,MEDIUM,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SAFE-0003,safe,python,password = os.environ['DB_PASSWORD'],NVD-SAFE-4002,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SAFE-0022,safe,java,"PreparedStatement ps = conn.prepareStatement(""SELECT * FROM u WHERE id=?""); ps.setInt(1,uid);",OWASP-BENCHMARK-214021,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SQL-0106,sql_injection,python,"db.execute(f""INSERT INTO audit (msg) VALUES ('{msg}')"")",OWASP-BENCHMARK-031105,CWE-89,CRITICAL,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
API-0036,insecure_api,java,new ObjectInputStream(socket.getInputStream()).readObject();,NVD-CVE-2021-3035,CWE-502,MEDIUM,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
